"","Date.Of.Stop","Time.Of.Stop","Agency","SubAgency","Description","Location","Latitude","Longitude","Accident","Belts","Personal.Injury","Property.Damage","Fatal","Commercial.License","HAZMAT","Commercial.Vehicle","Alcohol","Work.Zone","State","VehicleType","Year","Make","Model","Color","Violation.Type","Charge","Article","Contributed.To.Accident","Race","Gender","Driver.City","Driver.State","DL.State","Arrest.Type","Geolocation","State2"
"508989","07/22/2016","01:02:00","MCP","3rd district, Silver Spring","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","N/B GEORGIA AVE @ COLESVILLE RD",38.99943,-77.0314566666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2014,"NISSAN","MURANO","BLUE","Warning","22-226(a)","Transportation Article","No","BLACK","M","BIRMINGHAM","AL","AL","A - Marked Patrol","(38.99943, -77.0314566666667)","Alabama"
"512451","09/21/2016","00:42:00","MCP","3rd district, Silver Spring","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","GEORGIA AVENUE @ GRACE CHURCH RD",39.00541,-77.0380483333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2015,"BMW","535I","BLACK","Warning","21-201(a1)","Transportation Article","No","WHITE","M","TUSCALOOSA","AL","AL","A - Marked Patrol","(39.00541, -77.0380483333333)","Alabama"
"515468","07/05/2016","22:17:00","MCP","4th district, Wheaton","DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW","BALLOWS WAY / LAYHILL RD",39.0931616666667,-77.0449283333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1998,"HONDA","PRELUDE","BLACK","Warning","21-1104(c)","Transportation Article","No","BLACK","F","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0931616666667, -77.0449283333333)","Alabama"
"515469","07/05/2016","22:17:00","MCP","4th district, Wheaton","FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP","BALLOWS WAY / LAYHILL RD",39.0931616666667,-77.0449283333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1998,"HONDA","PRELUDE","BLACK","Warning","22-219(a)","Transportation Article","No","BLACK","F","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0931616666667, -77.0449283333333)","Alabama"
"528519","05/20/2013","10:47:00","MCP","3rd district, Silver Spring","OPERATOR NOT RESTRAINED BY SEATBELT","NB GEORGIA AVE @ IS 495",39.01390165,-77.0415702833333,"No","No","No","No","No","No","No","Yes","No","No","AL","06 - Heavy Duty Truck",2007,"MITSUBISHI","TK","N/A","Citation","22-412.3(b)","Transportation Article","No","BLACK","M","BALTIMORE","MD","MD","A - Marked Patrol","(39.01390165, -77.0415702833333)","Alabama"
"528655","06/22/2015","09:48:00","MCP","2nd district, Bethesda","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","10400 METROPOLITAN AVE.",38.984955,-77.0896516666667,"No","No","No","No","No","No","No","No","No","No","AL","03 - Station Wagon",2000,"DODG","VN","SILVER","Citation","13-411(f)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","MD","Q - Marked Laser","(38.984955, -77.0896516666667)","Alabama"
"542216","12/05/2012","13:12:00","MCP","3rd district, Silver Spring","EXCEEDING MAXIMUM SPEED: 86 MPH IN A POSTED 55 MPH ZONE","US 29 / BLACKBURN RD, S/B",39.0994893666667,-76.9359827333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2009,"VOLKSWAGON","CC","BRONZE","Citation","21-801.1","Transportation Article","No","BLACK","M","LAUREL","MD","AL","Q - Marked Laser","(39.0994893666667, -76.9359827333333)","Alabama"
"545237","03/19/2012","16:56:00","MCP","2nd district, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","ELM ST/ARLINGTON",38.9820511,-77.1001832,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2006,"BMW","4S","BLACK","Citation","21-201(a1)","Transportation Article","No","WHITE","M","BETHESDA","MD","FL","A - Marked Patrol","(38.9820511, -77.1001832)","Alabama"
"545289","01/24/2014","15:47:00","MCP","5th district, Germantown","OPERATOR NOT RESTRAINED BY SEATBELT","FREDERICK ROAD @ APPLEDOWRE WAY",39.1858416666667,-77.23854,"No","No","No","No","No","No","No","No","No","No","AL","05 - Light Duty Truck",2011,"NISSIAN","TITAN","RED","Citation","22-412.3(b)","Transportation Article","No","BLACK","M","BIRMINGHAM","AL","AL","A - Marked Patrol","(39.1858416666667, -77.23854)","Alabama"
"548669","01/27/2015","11:55:00","MCP","3rd district, Silver Spring","OPERATOR NOT RESTRAINED BY SEATBELT","UNIVERSITY BLVD W / AMHERST AVE, E/B",39.0413583333333,-77.0484683333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1994,"TOYOTA","COROLLA","GREEN","Citation","22-412.3(b)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0413583333333, -77.0484683333333)","Alabama"
"548767","07/19/2013","15:40:00","MCP","3rd district, Silver Spring","EXCEEDING MAXIMUM SPEED: 79 MPH IN A POSTED 55 MPH ZONE","SB US 29 N/O BLACKBURN RD",39.1039609333333,-76.9334098666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"GMC","SIERRA TK","SILVER","Citation","21-801.1","Transportation Article","No","HISPANIC","M","HYATTSVILLE","MD","MD","Q - Marked Laser","(39.1039609333333, -76.9334098666667)","Alabama"
"554815","07/23/2012","12:48:00","MCP","2nd district, Bethesda","FAILURE TO PROPERLY MAINTAIN AND FASTEN VEHICLE REGISTRATION PLATE IN VISIBLE POSITION","270/355",39.0240152166667,-77.1003811,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2003,"LEXUS","LS430","BLUE","Citation","13-411(c)","Transportation Article","No","BLACK","M","MONTGOMERY","AL","AL","A - Marked Patrol","(39.0240152166667, -77.1003811)","Alabama"
"554888","05/19/2015","07:55:00","MCP","1st district, Rockville","EXCEEDING MAXIMUM SPEED: 56 MPH IN A POSTED 40 MPH ZONE","SHADY GROVE METRO ENTR @ SHADY GROVE RD",39.1278733333333,-77.161185,"No","Yes","No","No","No","No","No","No","No","No","AL","02 - Automobile",2014,"JEEP","TK","BLACK","Citation","21-801.1","Transportation Article","No","WHITE","M","NEW MARKET","AL","AL","Q - Marked Laser","(39.1278733333333, -77.161185)","Alabama"
"555702","06/23/2015","07:54:00","MCP","3rd district, Silver Spring","EXCEEDING MAXIMUM SPEED: 68 MPH IN A POSTED 50 MPH ZONE","RT 29 NB / CHERRY HILL RD",39.0662866666667,-76.96029,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2015,"CHEVY","4S","BLACK","Citation","21-801.1","Transportation Article","No","BLACK","F","RIVERDALE","MD","MD","Q - Marked Laser","(39.0662866666667, -76.96029)","Alabama"
"555757","02/05/2015","09:47:00","MCP","3rd district, Silver Spring","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","SB NEW HAMPSHIRE AVE @ MILESTONE DRIVE",39.045655,-76.9922,"No","No","No","No","No","No","No","No","No","No","AL","28 - Other",2006,"SAAB","97X","N/A","Citation","21-201(a1)","Transportation Article","No","BLACK","M","CAMP HILL","AL","AL","A - Marked Patrol","(39.045655, -76.9922)","Alabama"
"560365","01/13/2015","11:48:00","MCP","5th district, Germantown","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION","WISTERIA DR & GERMANTOWN RD",39.1770083333333,-77.270455,"No","No","No","No","No","No","No","No","No","No","AL","05 - Light Duty Truck",2001,"DODGE","DURANGO","GRAY","Citation","21-1124.2(d2)","Transportation Article","No","BLACK","M","DEERWOOD","MD","AL","A - Marked Patrol","(39.1770083333333, -77.270455)","Alabama"
"560376","01/13/2015","11:48:00","MCP","5th district, Germantown","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","WISTERIA DR & GERMANTOWN RD",39.1770083333333,-77.270455,"No","No","No","No","No","No","No","No","No","No","AL","05 - Light Duty Truck",2001,"DODGE","DURANGO","GRAY","Citation","16-101(a)","Transportation Article","No","BLACK","M","DEERWOOD","MD","AL","A - Marked Patrol","(39.1770083333333, -77.270455)","Alabama"
"564580","03/16/2015","11:53:00","MCP","4th district, Wheaton","EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 30 MPH ZONE","URBANA DR / GEORGIA AVE",39.0610983333333,-77.0528016666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2015,"NISSAN","4S","WHITE","Citation","21-801.1","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","O - Foot Patrol","(39.0610983333333, -77.0528016666667)","Alabama"
"566683","06/01/2012","07:59:00","MCP","2nd district, Bethesda","OPERATOR NOT RESTRAINED BY SEATBELT","EAST WEST HWY AT WISCONSIN AVE",38.98413715,-77.0942179333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1999,"TOYOTA","4 DOOR","WHITE","Citation","22-412.3(b)","Transportation Article","No","WHITE","M","ALABASTER","AL","AL","L - Motorcycle","(38.98413715, -77.0942179333333)","Alabama"
"567871","11/03/2014","12:30:00","MCP","3rd district, Silver Spring","EXCEEDING MAXIMUM SPEED: 79 MPH IN A POSTED 55 MPH ZONE","SB COLUMBIA PIKE NO BLACKBURN RD",39.1024266666667,-76.9342216666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2011,"TOYOTA","4S","SILVER","Citation","21-801.1","Transportation Article","No","BLACK","F","MONTGOMERY","AL","AL","Q - Marked Laser","(39.1024266666667, -76.9342216666667)","Alabama"
"580592","06/12/2015","14:13:00","MCP","2nd district, Bethesda","EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE","FATHER HURLEY BLVD ON S/B I270",39.1870433333333,-77.257125,"No","No","No","No","No","No","No","No","No","No","AL","28 - Other",2007,"DODGE","PU","WHITE","Citation","21-801.1","Transportation Article","No","WHITE","M","CARROLLTON","GA","GA","Q - Marked Laser","(39.1870433333333, -77.257125)","Alabama"
"580801","05/30/2013","07:35:00","MCP","Headquarters and Special Operations","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","CHAPMAN AVE AT HALPINE RD",39.0624547,-77.1222885,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"CHRYSLER","300C","WHITE","Citation","16-303(f)","Transportation Article","No","BLACK","M","NORRISTOWN","PA","PA","A - Marked Patrol","(39.0624547, -77.1222885)","Alabama"
"580802","05/30/2013","07:35:00","MCP","Headquarters and Special Operations","OPERATOR NOT RESTRAINED BY SEATBELT","CHAPMAN AVE AT HALPINE RD",39.0624547,-77.1222885,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"CHRYSLER","300C","WHITE","Citation","22-412.3(b)","Transportation Article","No","BLACK","M","NORRISTOWN","PA","PA","A - Marked Patrol","(39.0624547, -77.1222885)","Alabama"
"580803","05/30/2013","07:35:00","MCP","Headquarters and Special Operations","FAILURE TO STOP AT STOP SIGN","CHAPMAN AVE AT HALPINE RD",39.0624547,-77.1222885,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"CHRYSLER","300C","WHITE","Citation","21-707(a)","Transportation Article","No","BLACK","M","NORRISTOWN","PA","PA","A - Marked Patrol","(39.0624547, -77.1222885)","Alabama"
"582179","12/20/2012","00:16:00","MCP","2nd district, Bethesda","DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN","E/W HWY / 16TH ST",38.99651895,-77.0363793833333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"SUBA","LEGACY","BLACK","Citation","21-202(i1)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.99651895, -77.0363793833333)","Alabama"
"582180","12/20/2012","00:16:00","MCP","2nd district, Bethesda","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","E/W HWY / 16TH ST",38.99651895,-77.0363793833333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"SUBA","LEGACY","BLACK","Citation","16-112(c)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.99651895, -77.0363793833333)","Alabama"
"582181","12/20/2012","00:16:00","MCP","2nd district, Bethesda","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL","E/W HWY / 16TH ST",38.99651895,-77.0363793833333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"SUBA","LEGACY","BLACK","Citation","21-902(a1)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.99651895, -77.0363793833333)","Alabama"
"582183","12/20/2012","00:16:00","MCP","2nd district, Bethesda","DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE","E/W HWY / 16TH ST",38.99651895,-77.0363793833333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"SUBA","LEGACY","BLACK","Citation","21-902(a2)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.99651895, -77.0363793833333)","Alabama"
"582184","12/20/2012","00:16:00","MCP","2nd district, Bethesda","DRIVING WHILE IMPAIRED BY ALCOHOL","E/W HWY / 16TH ST",38.99651895,-77.0363793833333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"SUBA","LEGACY","BLACK","Citation","21-902(b1)","Transportation Article","No","BLACK","M","SILVER SPRING","MD","MD","A - Marked Patrol","(38.99651895, -77.0363793833333)","Alabama"
"588997","10/28/2014","16:47:00","MCP","2nd district, Bethesda","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","FREDERICK AVE AT KENT ST",39.022155,-77.069885,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1997,"TOYOTA","CAMRY","GRAY","Warning","16-101(a)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","NC","A - Marked Patrol","(39.022155, -77.069885)","Alabama"
"588998","10/28/2014","16:47:00","MCP","2nd district, Bethesda","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","FREDERICK AVE AT KENT ST",39.022155,-77.069885,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",1997,"TOYOTA","CAMRY","GRAY","Warning","13-401(b1)","Transportation Article","No","WHITE","M","SILVER SPRING","MD","NC","A - Marked Patrol","(39.022155, -77.069885)","Alabama"
"591276","02/25/2015","08:20:00","MCP","4th district, Wheaton","FAILURE TO STOP FOR STOPPED SCHOOL VEH. OPERATING ALTERNATELY FLASHING RED LIGHTS","AMHERST AVE AT ELKIN ST",39.0452433333333,-77.0480583333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2012,"TOYOTA","CAMRY","GREEN","Warning","21-706(a)","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","A - Marked Patrol","(39.0452433333333, -77.0480583333333)","Alabama"
"592400","12/02/2013","15:25:00","MCP","4th district, Wheaton","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH","LIVINGSTON DR / RANDOLPH RD",39.0582316666667,-77.0553683333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"NISSAN","4DR","WHITE","Warning","21-801.1","Transportation Article","No","WHITE","F","HAGERSTOWN","MD","MD","O - Foot Patrol","(39.0582316666667, -77.0553683333333)","Alabama"
"592401","12/02/2013","15:25:00","MCP","4th district, Wheaton","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","LIVINGSTON DR / RANDOLPH RD",39.0582316666667,-77.0553683333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"NISSAN","4DR","WHITE","Warning","13-409(b)","Transportation Article","No","WHITE","F","HAGERSTOWN","MD","MD","O - Foot Patrol","(39.0582316666667, -77.0553683333333)","Alabama"
"592402","12/02/2013","15:25:00","MCP","4th district, Wheaton","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","LIVINGSTON DR / RANDOLPH RD",39.0582316666667,-77.0553683333333,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2013,"NISSAN","4DR","WHITE","Warning","13-411(f)","Transportation Article","No","WHITE","F","HAGERSTOWN","MD","MD","O - Foot Patrol","(39.0582316666667, -77.0553683333333)","Alabama"
"593408","03/16/2015","11:53:00","MCP","4th district, Wheaton","EXCEEDING HIGHWAY WORK ZONE SPEED LIMIT","URBANA DR / GEORGIA AVE",39.0610983333333,-77.0528016666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2015,"NISSAN","4S","WHITE","Warning","21-802.1","Transportation Article","No","HISPANIC","M","SILVER SPRING","MD","MD","O - Foot Patrol","(39.0610983333333, -77.0528016666667)","Alabama"
"595258","01/12/2016","13:02:00","MCP","5th district, Germantown","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","NB 270 FROM SHADY GROVE RD TO 124",39.1586083333333,-77.2284783333333,"No","No","No","No","No","Yes","No","No","No","No","AL","28 - Other",2016,"FORD","SW","WHITE","Warning","13-409(b)","Transportation Article","No","BLACK","M","FT WASHINGTON","MD","MD","A - Marked Patrol","(39.1586083333333, -77.2284783333333)","Alabama"
"595259","01/12/2016","13:02:00","MCP","5th district, Germantown","DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT","NB 270 FROM SHADY GROVE RD TO 124",39.1586083333333,-77.2284783333333,"No","No","No","No","No","Yes","No","No","No","No","AL","28 - Other",2016,"FORD","SW","WHITE","Warning","16-113(h)","Transportation Article","No","BLACK","M","FT WASHINGTON","MD","MD","A - Marked Patrol","(39.1586083333333, -77.2284783333333)","Alabama"
"597071","04/22/2013","09:06:00","MCP","2nd district, Bethesda","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","S/B WISCONSIN AVE @ MONTGOMERY AVE",NA,NA,"No","Yes","No","No","No","No","No","No","No","No","AL","05 - Light Duty Truck",2002,"HONDA","CR-V","GREEN","Warning","16-101(a)","Transportation Article","No","ASIAN","M","MOUNTAIN BRK","AL","AL","L - Motorcycle","","Alabama"
"597072","04/22/2013","09:06:00","MCP","2nd district, Bethesda","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","S/B WISCONSIN AVE @ MONTGOMERY AVE",NA,NA,"No","Yes","No","No","No","No","No","No","No","No","AL","05 - Light Duty Truck",2002,"HONDA","CR-V","GREEN","Warning","13-401(b)","Transportation Article","No","ASIAN","M","MOUNTAIN BRK","AL","AL","L - Motorcycle","","Alabama"
"597073","04/22/2013","09:06:00","MCP","2nd district, Bethesda","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS","S/B WISCONSIN AVE @ MONTGOMERY AVE",NA,NA,"No","Yes","No","No","No","No","No","No","No","No","AL","05 - Light Duty Truck",2002,"HONDA","CR-V","GREEN","Warning","16-116(a)","Transportation Article","No","ASIAN","M","MOUNTAIN BRK","AL","AL","L - Motorcycle","","Alabama"
"598162","05/21/2014","06:57:00","MCP","5th district, Germantown","DRIVER WRITING,SENDING,READING ATEXT,ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY","RIDGE  /  108",39.29011,-77.2057566666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2007,"MERCEDES","4D","BLACK","Warning","21-1124.1(b)","Transportation Article","No","WHITE","F","BIRMINGHAM","AL","AL","L - Motorcycle","(39.29011, -77.2057566666667)","Alabama"
"598627","04/30/2015","11:32:00","MCP","5th district, Germantown","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION","MILESTONE CENTER DR / OBSERVATION",39.2038816666667,-77.2597216666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"CHEV","SUV","GRAY","Warning","21-1124.2(d2)","Transportation Article","No","ASIAN","F","MADISON","AL","AL","A - Marked Patrol","(39.2038816666667, -77.2597216666667)","Alabama"
"598628","04/30/2015","11:32:00","MCP","5th district, Germantown","OPERATOR NOT RESTRAINED BY SEATBELT","MILESTONE CENTER DR / OBSERVATION",39.2038816666667,-77.2597216666667,"No","No","No","No","No","No","No","No","No","No","AL","02 - Automobile",2004,"CHEV","SUV","GRAY","Warning","22-412.3(b)","Transportation Article","No","ASIAN","F","MADISON","AL","AL","A - Marked Patrol","(39.2038816666667, -77.2597216666667)","Alabama"
